names,satisfaction_level,last_evaluation,number_project,average_monthly_hours,exp_in_company,work_accident,left,promotion_last_5years,role,salary
David Hall,0.84,0.99,4,262,6,0,1,0,accounting,medium
John Arnold,0.45,0.53,2,138,3,0,1,0,accounting,medium
Elenor Anderson,0.45,0.54,2,142,3,0,1,0,hr,medium
Benny Howard,0.91,0.97,5,233,5,0,1,0,hr,medium
Michael Williams,0.42,0.48,2,155,3,0,1,0,hr,medium
Charlie Garrison,0.82,1,4,229,6,0,1,0,hr,medium
Marlene Cain,0.11,0.9,6,264,4,0,1,0,technical,medium
Brandy Madsen,0.42,0.53,3,199,4,0,1,0,technical,medium
James Kolb,0.82,0.85,4,223,5,0,1,0,technical,medium
Charles Oneill,0.09,0.96,6,268,4,0,1,0,technical,medium
Carey Hollenbach,0.1,0.94,6,287,4,0,1,0,technical,medium
Bruce Boyd,0.86,1,5,257,5,0,1,0,technical,medium
Angela Cortez,0.4,0.46,2,143,3,0,1,0,technical,high
Reba Allen,0.45,0.46,2,130,3,0,1,0,technical,low
Henry Escobar,0.42,0.51,2,136,3,0,1,0,technical,medium
Margaret Herrera,0.74,0.92,4,261,5,0,1,0,technical,medium
Charles Prioleau,0.55,0.6,3,180,4,0,1,0,technical,medium
Alexander Carmichael,0.37,0.45,2,126,3,0,1,0,support,medium
Frances Mitchell,0.41,0.52,2,127,3,1,1,0,support,low
Derek Seifert,0.89,0.65,5,195,6,0,1,0,support,low
Gregory Kindrick,0.41,0.57,2,160,3,0,1,0,support,low
Virginia Meek,0.44,0.51,2,150,3,0,1,0,support,low
Robert Myers,0.87,0.84,4,264,6,0,1,0,support,low
Ina Moore,0.1,0.84,6,309,4,0,1,0,support,low
David Badger,0.41,0.47,2,135,3,0,1,0,support,low
Nancy Stevens,0.11,0.85,6,261,4,0,1,0,support,low
Eunice Hobbs,0.43,0.53,2,160,3,0,1,0,support,low
Daniel Charles,0.77,0.9,4,237,5,0,1,0,support,low
Tara Jackson,0.41,0.52,2,136,3,0,1,0,technical,low
Margaret Kimbro,0.41,0.48,2,139,3,0,1,0,technical,low
Leone Burke,0.36,0.78,2,151,4,0,1,0,technical,low
Oliver Mesa,0.77,1,5,229,5,0,1,0,management,low
Julio Woodward,0.81,0.98,5,245,5,0,1,0,IT,low
Marc Gordon,0.39,0.54,2,127,3,0,1,0,IT,low
Leslie Killam,0.09,0.94,6,283,5,0,1,0,IT,low
John Queen,0.44,0.46,2,143,3,0,1,0,IT,low
James Moore,0.1,0.84,5,298,4,0,1,0,IT,low
Christy Reed,0.36,0.48,2,159,3,0,1,0,product_mng,low
Dorothy Weiss,0.81,0.92,5,239,5,0,1,0,product_mng,low
Sean Johnson,0.81,0.9,4,226,5,0,1,0,product_mng,medium
Susan Fields,0.85,0.98,5,248,5,0,1,0,product_mng,medium
Kelsi Manylath,0.1,0.87,6,286,4,0,1,0,IT,medium
Ronda Hinze,0.37,0.54,2,145,3,0,1,0,RandD,medium
Bette Weimar,0.09,0.97,7,254,4,1,1,0,RandD,medium
John Butler,0.44,0.53,2,127,3,0,1,0,RandD,medium
Timothy Smith,0.86,0.93,5,223,5,0,1,0,RandD,medium
Nicholas Wells,0.77,1,4,255,5,0,1,0,RandD,medium
Dianne Wilkerson,0.41,0.48,2,136,3,0,1,0,marketing,medium
Margaret Mitchem,0.4,0.48,2,137,3,0,1,0,sales,medium
Amy Thomas,0.43,0.49,2,135,3,0,1,0,accounting,medium
Shirley Anderson,0.43,0.5,2,137,3,0,1,0,support,medium
Janet Howe,0.8,0.53,3,255,5,0,1,0,technical,high
Roberta Lujan,0.8,0.85,4,273,5,0,1,0,management,low
Michael Hornsby,0.82,0.98,5,234,5,0,1,0,marketing,medium
Ann Alford,0.37,0.54,2,152,3,0,1,0,marketing,medium
David Mcfarland,0.37,0.48,2,134,3,0,1,0,marketing,medium
Rebecca Tammaro,0.09,0.95,6,292,4,0,1,0,sales,medium
Brenda Jones,0.9,0.92,5,245,5,0,1,0,sales,low
Gary Vang,0.41,0.52,2,159,3,0,1,0,sales,low
Jeffery Whitaker,0.1,0.85,6,260,4,0,1,0,sales,low
Steven Wingert,0.44,0.53,2,149,3,0,1,0,sales,low
Charles Bridgman,0.89,0.85,5,266,5,0,1,0,sales,low
Heidi Caples,0.42,0.56,2,149,3,0,1,0,sales,low
Nicole Maier,0.87,1,5,242,5,0,1,0,sales,low
Peter Ellis,0.45,0.57,2,134,3,0,1,0,sales,low
Miriam Johnson,0.11,0.87,5,271,4,0,1,0,sales,low
Wendy Brown,0.09,0.79,6,275,4,0,1,0,sales,low
Michael Boles,0.76,0.83,5,227,5,0,1,0,sales,low
Billie Buck,0.11,0.96,7,277,5,0,1,0,sales,low
Martin Burns,0.37,0.49,2,151,3,0,1,0,sales,low
Tony Lind,0.1,0.79,6,274,4,0,1,0,sales,low
Dale Mcgeeney,0.77,0.87,4,242,6,0,1,0,sales,low
James Eiselein,0.42,0.54,2,143,3,1,1,0,sales,low
Lynn Sherman,0.38,0.52,2,145,3,0,1,0,sales,low
Ashley Portes,0.32,0.95,5,172,2,0,1,0,sales,low
Helen Henderson,0.38,0.49,2,135,3,0,1,0,accounting,low
Mike Rens,0.19,1,4,192,4,0,1,0,accounting,low
Casey Brule,0.1,0.83,7,276,4,0,1,0,accounting,low
Brenda Kleman,0.76,0.88,4,206,4,0,1,0,hr,medium
Helen Joy,0.53,0.56,4,281,6,0,1,0,hr,medium
Chantelle Pedlow,0.39,0.51,2,151,3,0,1,0,hr,medium
Roy Aronson,0.11,0.83,6,244,4,0,1,0,hr,medium
Max Shippey,0.1,0.94,6,309,4,0,1,0,technical,medium
Walter Prudhomme,0.84,1,5,218,5,0,1,0,technical,medium
Jamie Crutchfield,0.82,0.99,4,263,6,0,1,0,technical,medium
David Dodson,0.1,0.82,6,244,4,0,1,0,technical,medium
Dee Hodge,0.59,0.49,7,263,4,0,1,0,technical,medium
Griselda Whitlow,0.44,0.48,2,143,3,0,1,0,technical,medium
Jack Faust,0.89,0.95,2,181,5,0,1,0,technical,medium
Leland Baker,0.91,0.84,5,265,5,0,1,0,technical,medium
Denise Witt,0.66,0.57,5,161,5,0,1,0,technical,high
Bessie Stone,0.11,0.87,7,282,5,0,1,0,technical,low
Mary Sontag,0.43,0.51,2,155,3,0,1,0,technical,medium
Tracie Robinson,0.78,0.83,4,217,6,0,1,0,support,medium
Beverly Rayborn,0.11,0.97,6,289,5,0,1,0,support,medium
Helen Ramirez,0.83,0.98,4,259,5,0,1,0,support,medium
Harold Powell,0.39,0.54,2,158,3,0,1,0,support,low
Robert Aranda,0.38,0.55,2,158,3,0,1,0,support,low
Angela Lopez,0.37,0.57,2,155,3,0,1,0,support,low
Kyle Ford,0.44,0.48,2,146,3,0,1,0,support,low
Michelle Studer,0.53,0.85,2,164,5,0,1,0,support,low
Martha Fuqua,0.09,0.96,6,259,4,0,1,0,support,low
Harvey Sparks,0.11,0.89,6,293,4,0,1,0,support,low
Barbra Petersen,0.83,0.96,5,275,5,0,1,0,support,low
Beth Miles,0.88,1,5,219,6,1,1,0,technical,low
Irvin Messier,0.1,0.89,6,247,4,0,1,0,technical,low
George Cutshall,0.09,0.86,7,309,4,0,1,0,technical,low
James Vanhorne,0.44,0.54,2,151,3,0,1,0,management,low
Michael Griffo,0.39,0.51,2,129,3,0,1,0,IT,low
Jimmy Dublin,0.87,0.94,4,274,5,0,1,0,IT,low
Brian Michaels,0.74,0.99,4,233,5,0,1,0,IT,low
Gabriel Mccullum,0.1,0.95,7,289,4,0,1,0,IT,low
Vickie Mallin,0.74,0.82,4,239,6,0,1,0,IT,low
Jonathan Goldman,0.75,0.99,5,221,5,0,1,0,product_mng,low
Michael Williams,0.41,0.56,2,150,3,0,1,0,product_mng,low
Brett Guerrero,0.41,0.45,2,144,3,1,1,0,product_mng,low
Spencer Schmidt,0.09,0.9,7,289,4,0,1,0,product_mng,low
Sarah Turner,0.09,0.8,6,301,5,0,1,0,IT,medium
Wilson Linkous,0.39,0.57,2,145,3,0,1,0,accounting,medium
Paul Jack,0.4,0.56,2,137,3,0,1,0,accounting,medium
Marlin Scaggs,0.37,0.54,2,131,3,1,1,0,hr,medium
Lettie Shelton,0.1,0.84,6,246,4,0,1,0,hr,medium
Steven Edmondson,0.43,0.51,2,136,3,0,1,0,hr,medium
Alise Ullmann,0.75,0.85,5,240,6,1,1,0,marketing,medium
Robert Paul,0.37,0.56,2,156,3,0,1,0,sales,medium
Marcus Delvecchio,0.11,0.85,6,305,4,0,1,0,accounting,medium
Vivienne Delacruz,0.45,0.45,2,154,3,1,1,0,support,medium
Blanche Bernard,0.87,1,5,261,5,1,1,0,technical,medium
Silas Mischke,0.11,0.94,7,244,4,0,1,0,management,medium
Joyce Gauvin,0.45,0.54,2,129,3,0,1,0,marketing,high
Mary Goan,0.81,0.87,4,254,5,0,1,0,marketing,low
Ina Porche,0.77,0.91,5,236,5,0,1,0,marketing,medium
Laura Meadows,0.89,0.92,5,237,5,0,1,0,sales,medium
Bernard Cummings,0.43,0.49,2,135,3,0,1,0,sales,medium
Michael Mcclure,0.78,1,5,236,5,0,1,0,sales,medium
Chadwick Cerverizzo,0.37,0.47,2,149,3,0,1,0,sales,low
Christina Brooks,0.37,0.5,2,141,3,0,1,0,sales,low
James Mosley,0.85,0.82,4,270,5,0,1,0,sales,low
Michael Baker,0.41,0.47,2,138,3,0,1,0,sales,low
Joy Grisham,0.11,0.96,6,298,4,0,1,0,sales,low
Lauren Henderson,0.75,0.99,5,254,5,0,1,0,sales,low
Vanessa Gobert,0.82,0.85,5,248,5,0,1,0,sales,low
Francis Campo,0.79,1,5,257,6,0,1,0,sales,low
Joshua Hinson,0.43,0.53,2,150,3,0,1,0,sales,low
Stanley Haney,0.1,0.9,7,281,4,0,1,0,sales,low
Trinh Brooks,0.46,0.48,2,141,3,1,1,0,sales,low
Blanca Peterson,0.43,0.57,2,157,3,0,1,0,sales,low
Derek Thompson,0.43,0.55,2,136,3,0,1,0,sales,low
Jane Coffey,0.11,0.8,7,296,4,0,1,0,sales,low
Joanne Wade,0.09,0.86,6,279,4,0,1,0,sales,low
Jeffrey Scott,0.37,0.53,2,131,3,0,1,0,sales,low
Seth Moss,0.4,0.57,2,160,3,0,1,0,accounting,low
Jose Goto,0.1,0.77,7,291,4,0,1,0,accounting,low
John Johnson,0.41,0.53,2,157,3,0,1,0,accounting,low
Arthur Sorensen,0.79,0.58,3,294,4,0,1,0,hr,low
Dennis Kochevar,0.11,0.79,7,310,4,0,1,0,hr,low
Kenneth Vanduyne,0.1,0.97,6,282,4,0,1,0,hr,medium
Judy Hernandez,0.44,0.51,2,134,3,0,1,0,hr,medium
William Daugherty,0.25,0.46,4,214,4,0,1,0,technical,medium
Jonathan Veronesi,0.44,0.52,2,137,3,0,1,0,technical,medium
Delores Atwell,0.73,1,4,252,5,0,1,0,technical,medium
Thomas Morley,0.75,0.97,5,243,6,0,1,0,technical,medium
Betty Jorgenson,0.36,0.47,2,148,3,0,1,0,technical,medium
Kathi Stickfort,0.37,0.49,2,151,3,0,1,0,technical,medium
Emma Scarberry,0.39,0.49,2,129,3,0,1,0,technical,medium
Max Paris,0.48,0.78,2,198,2,0,1,0,technical,medium
Daniel Sarabia,0.57,0.72,4,275,6,0,1,0,technical,medium
George Rojas,0.9,0.96,5,243,5,0,1,0,technical,medium
Neil Hooper,0.39,0.55,2,159,3,0,1,0,technical,high
Myrtle Langworthy,0.44,0.51,2,145,3,0,1,0,support,low
Florence Marks,0.81,0.88,5,242,5,0,1,0,support,medium
Charles Hall,0.74,0.87,5,242,5,0,1,0,support,medium
Andrew Wright,0.44,0.56,2,145,3,0,1,0,support,medium
Stephen Kerwood,0.41,0.56,2,154,3,0,1,1,support,medium
Christopher Streiff,0.4,0.51,2,139,3,0,1,0,support,low
Jonathan Milton,0.46,0.57,2,152,3,0,1,0,support,low
Harry Jackson,0.8,0.83,2,211,3,0,1,0,support,low
Barbara Isabell,0.87,0.9,5,258,5,0,1,0,support,low
Estelle Hobbs,0.39,0.54,2,155,3,0,1,0,support,low
Stephen Wittkop,0.38,0.55,2,148,3,0,1,0,support,low
Brian Fry,0.66,0.67,2,255,3,0,1,0,technical,low
Victoria Barton,0.1,0.8,6,264,4,0,1,0,technical,low
Leona Littlefield,0.37,0.54,2,132,3,0,1,0,technical,low
Emily Jarman,0.1,0.77,6,255,4,0,1,0,management,low
Megan Diaz,0.09,0.87,5,263,4,0,1,0,IT,low
Anthony Jensen,0.86,0.84,5,222,5,0,1,0,IT,low
Eleanor Dye,0.11,0.9,6,263,4,0,1,0,IT,low
Elena Nunley,0.37,0.46,2,157,3,0,1,0,IT,low
Johanna Hamilton,0.11,0.92,7,307,4,0,1,0,IT,low
Charles Mathis,0.77,0.98,5,259,6,0,1,0,product_mng,low
Elyse Roper,0.84,0.94,5,222,6,0,1,0,product_mng,low
Charles Hughes,0.1,0.84,7,250,4,0,1,0,product_mng,low
Susan Patterson,0.83,0.9,5,245,5,0,1,0,product_mng,low
Nikki Stinson,0.11,0.79,6,292,4,0,1,0,IT,low
Mary Perrucci,0.86,0.92,5,252,5,0,1,0,RandD,low
Victor Rogers,0.38,0.56,2,161,3,0,1,0,RandD,medium
Janeen Kadlec,0.11,0.88,5,250,4,0,1,0,RandD,medium
Laura Balk,0.45,0.49,2,134,3,0,1,0,RandD,medium
Shelly Rife,0.1,0.85,7,279,4,0,1,0,RandD,medium
Herbert Greene,0.09,0.95,7,256,4,0,1,0,marketing,medium
Cara Galan,0.39,0.53,2,127,3,0,1,0,sales,medium
Peggy Kane,0.37,0.47,2,138,3,1,1,0,accounting,medium
Jessica Fenton,0.81,0.97,5,243,5,0,1,0,support,medium
Gary Phillips,0.09,0.9,7,296,4,0,1,0,technical,medium
Laura Welsh,0.1,0.88,7,267,4,0,1,0,management,medium
Lorinda Blankenship,0.39,0.49,2,144,3,0,1,0,marketing,medium
Ronald Needham,0.83,0.95,4,251,5,0,1,0,marketing,medium
Walter Gottlieb,0.45,0.57,2,148,3,0,1,0,marketing,high
Robert Camp,0.43,0.51,2,141,3,0,1,0,sales,low
John Zepeda,0.8,0.75,3,268,2,0,1,0,sales,medium
Frederick Johnson,0.1,0.86,6,247,4,0,1,0,sales,medium
Daniel Spencer,0.1,0.55,2,247,4,0,1,0,sales,medium
Mildred Johnson,0.36,0.52,2,146,3,0,1,0,sales,medium
Christine Medina,0.38,0.5,2,140,3,0,1,0,sales,low
Samantha Morse,0.78,0.98,5,263,6,0,1,0,sales,low
Scott Marsh,0.44,0.49,2,145,3,0,1,0,sales,low
Lawanda Sell,0.41,0.46,2,156,3,1,1,0,sales,low
Lorraine Castanon,0.72,0.85,5,244,6,0,1,0,sales,low
Donald Wilson,0.46,0.54,2,144,3,0,1,0,sales,low
Carolyn Fleming,0.1,0.9,7,286,4,0,1,0,sales,low
Amber Brewer,0.34,0.67,4,141,2,0,1,0,sales,low
Michael Hill,0.11,0.89,6,260,5,0,1,0,sales,low
David Johnson,0.38,0.56,2,154,3,0,1,0,sales,low
Ayana Mcdaniel,0.82,0.92,5,225,5,0,1,0,sales,low
Allen Kozan,0.39,0.57,2,127,3,0,1,0,sales,low
Eric Steiner,0.44,0.53,2,140,3,0,1,0,sales,low
Miguel Horn,0.43,0.52,2,147,3,0,1,0,sales,low
John Bass,0.84,0.83,4,227,5,0,1,0,accounting,low
Jean Westbrook,0.43,0.48,2,153,3,0,1,0,accounting,low
Richard Klein,0.37,0.52,2,128,3,0,1,0,accounting,low
Rebecca Ricks,0.74,0.97,4,228,5,0,1,0,hr,low
Robin Webb,0.73,0.97,5,235,5,0,1,0,hr,low
Billie Germon,0.37,0.47,2,148,3,0,1,0,hr,low
Jennifer Cone,0.58,0.62,4,238,3,0,1,0,hr,low
Charles Wu,0.4,0.54,2,141,3,0,1,0,technical,medium
Theodore Martin,0.51,0.83,5,249,4,0,1,0,technical,medium
Gregory Gerwitz,0.46,0.5,2,151,3,0,1,0,technical,medium
Caleb Clark,0.45,0.54,2,129,3,0,1,0,technical,medium
Paula Moore,0.46,0.5,2,156,3,0,1,0,technical,medium
Fonda Williams,0.39,0.45,2,134,3,0,1,0,technical,medium
Larry Smith,0.09,0.88,6,269,4,0,1,0,technical,medium
Jorge Carter,0.09,0.77,6,290,4,0,1,0,technical,medium
James Wilkinson,0.37,0.51,2,132,3,0,1,0,technical,medium
Bob Jones,0.1,0.89,7,308,4,0,1,0,technical,medium
Lucy Segal,0.77,1,4,232,5,0,1,0,technical,medium
Julia Boehm,0.79,0.86,5,235,5,0,1,0,support,medium
Walter Gonzales,0.43,0.55,2,130,3,0,1,0,support,high
Tina Grover,0.38,0.53,2,146,3,0,1,0,support,low
Anthony Mcdonald,0.77,0.91,5,221,6,0,1,0,support,medium
Catherine Schuller,0.44,0.5,2,130,3,0,1,0,support,medium
Cindy Owen,0.39,0.46,2,136,3,0,1,0,support,medium
Danny Scofield,0.78,0.89,5,274,6,0,1,0,support,medium
Annabelle Yoon,0.1,0.79,6,256,5,0,1,0,support,low
Andrew Brainard,0.1,0.77,5,276,4,0,1,0,support,low
Jennifer Freer,0.75,0.85,5,267,5,0,1,0,support,low
Janet Purnell,0.46,0.62,6,213,3,0,1,0,support,low
Randal Stargell,0.91,0.97,4,274,6,0,1,0,technical,low
Dorothy Williams,0.1,0.92,6,258,4,0,1,0,technical,low
James Beeson,0.72,0.6,3,153,5,0,1,0,technical,low
Irene Brown,0.11,0.95,6,245,4,0,1,0,management,low
Celia Caban,0.11,0.94,6,264,4,0,1,0,IT,low
Brenda Arceo,0.46,0.57,2,154,3,0,1,0,IT,low
Nancy Batista,0.37,0.46,2,149,3,0,1,0,IT,low
Elwood Ammons,0.46,0.5,2,157,3,0,1,0,IT,low
Joyce Hofmann,0.43,0.57,2,127,3,0,1,0,IT,low
Donald Richards,0.11,0.82,6,270,4,0,1,0,product_mng,low
Margaret Beasley,0.73,0.89,5,236,6,0,1,0,product_mng,low
Tina Rose,0.43,0.47,2,158,3,0,1,0,product_mng,low
Gracie Hokenson,0.86,1,5,229,5,0,1,0,product_mng,low
Sharon Thompson,0.1,0.83,6,269,4,0,1,0,IT,low
Michael Price,0.4,0.49,2,128,3,0,1,0,sales,low
Joel Munez,0.11,0.87,7,278,4,0,1,0,sales,low
Mark Repp,0.86,0.98,3,158,5,0,1,0,sales,low
Daniel Thayer,0.42,1,3,202,3,0,1,0,sales,medium
Michelle Abernathy,0.79,0.84,4,240,5,0,1,0,sales,medium
Cynthia Rhem,0.1,0.96,7,255,4,0,1,0,marketing,medium
Phyllis Wallace,0.09,0.92,7,254,4,0,1,0,sales,medium
Chris Steinharter,0.09,0.82,6,257,4,0,1,0,accounting,medium
Ryan Paulino,0.87,1,4,228,5,0,1,0,support,medium
Marjorie Kendrick,0.36,0.49,2,145,3,0,1,0,technical,medium
Angela Nunlee,0.42,0.75,3,218,4,0,1,0,management,medium
Martha Ellison,0.84,0.86,5,268,5,0,1,0,marketing,medium
Lynn Hinderliter,0.1,0.83,6,278,4,0,1,0,marketing,medium
Alice Chittum,0.78,0.71,3,249,5,0,1,0,marketing,medium
Kristen Davis,0.35,0.99,3,236,4,0,1,0,sales,medium
Frank Toland,0.1,0.81,7,291,4,0,1,0,sales,high
William Page,0.11,0.8,6,306,4,0,1,0,sales,low
Dennis Findlay,0.43,0.48,2,135,3,0,1,0,sales,medium
Clyde Canavan,0.38,0.45,2,156,3,0,1,0,sales,medium
Kim Edelen,0.46,0.54,2,143,3,0,1,0,sales,medium
David Warner,0.89,0.82,4,243,5,0,1,0,sales,medium
Marjorie Richards,0.45,0.5,2,147,3,0,1,0,sales,low
Selma Perez,0.44,0.53,2,159,3,0,1,0,sales,low
Lonnie Bryan,0.74,0.54,5,216,3,0,1,0,sales,low
Kevin Gonsoulin,0.45,0.54,2,152,3,0,1,0,sales,low
Patrick Dunbar,0.79,0.93,4,226,5,0,1,0,sales,low
Jennifer Orio,0.79,0.91,5,271,5,0,1,0,sales,low
Luis Chilcutt,0.11,0.87,6,255,4,0,1,0,sales,low
Nona Roy,0.42,0.48,2,140,3,0,1,0,sales,low
Michael Compton,0.64,0.9,6,252,2,0,1,0,sales,low
Linda Brown,0.4,0.55,2,159,3,0,1,0,sales,low
Martha Mertes,0.84,0.98,5,270,5,0,1,0,sales,low
Charles Crowder,0.73,0.92,5,232,5,0,1,0,sales,low
Gwen Miller,0.4,0.51,2,144,3,0,1,0,accounting,low
Vernon Olson,0.36,0.45,2,127,3,0,1,0,accounting,low
Augusta Sullivan,0.43,0.47,2,131,3,0,1,0,accounting,low
Carol Carr,0.11,0.78,6,243,4,0,1,0,hr,low
Emma Harper,0.91,1,5,244,6,0,1,0,hr,low
Brock Manning,0.8,1,5,260,5,0,1,0,hr,low
Douglas Green,0.42,0.49,2,139,3,0,1,0,hr,low
Mary Kuck,0.31,0.87,4,184,3,0,1,0,technical,low
James Ketchum,0.44,0.47,2,130,3,0,1,0,technical,low
Ema Luhnow,0.38,0.54,2,135,3,0,1,0,technical,medium
Robert Bryant,0.45,0.56,2,146,3,0,1,0,technical,medium
Tara Latour,0.43,0.46,2,149,3,0,1,0,technical,medium
Jason Wilson,0.45,0.46,2,153,3,1,1,0,technical,medium
Karen Petrowski,0.43,0.57,2,160,3,0,1,0,technical,medium
Jeffery Traylor,0.43,0.49,2,160,3,0,1,0,technical,medium
Jonathan Grubaugh,0.09,0.83,6,282,4,0,1,0,technical,medium
Earl Jones,0.43,0.47,2,128,3,0,1,0,technical,medium
Zachery Howard,0.79,0.94,4,232,5,0,1,0,technical,medium
Louis Watkins,0.85,0.58,3,226,2,0,1,0,support,medium
Philip Hughes,0.38,0.45,2,129,3,0,1,0,support,medium
Mary Price,0.11,0.92,7,255,4,0,1,0,support,medium
David Gould,0.83,0.99,5,258,5,0,1,0,support,high
Anthony Noel,0.81,0.91,4,229,5,0,1,0,support,low
Phillip Wallander,0.42,0.56,2,143,3,0,1,0,support,medium
Naomi Ruegg,0.11,0.87,6,257,4,0,1,0,support,medium
Mike Mccluskey,0.11,0.85,7,275,4,0,1,0,support,medium
Kathryn Pollock,0.1,0.89,7,291,4,0,1,0,support,medium
Stanley Wiltberger,0.5,0.54,5,153,4,0,1,0,support,low
Robert Rivas,0.44,0.49,2,154,3,0,1,0,support,low
Leonard Kennedy,0.11,0.9,6,301,4,0,1,0,technical,low
Jody Mccaslin,0.39,0.52,2,134,3,0,1,0,technical,low
Anthony Barrickman,0.11,0.78,6,245,4,0,1,0,technical,low
Cynthia Wright,0.36,0.5,2,132,3,0,1,0,management,low
Tracey Burger,0.43,0.51,2,130,3,0,1,0,IT,low
Judi Gatlin,0.4,0.5,2,127,3,0,1,0,IT,low
Rose Richards,0.86,0.84,4,246,6,0,1,0,IT,low
Willie Searles,0.38,0.49,2,145,3,0,1,0,IT,low
Susan Monahan,0.46,0.45,2,138,3,0,1,1,IT,low
Elaina Hogue,0.37,0.57,2,129,3,0,1,0,product_mng,low
Janet Whitworth,0.43,0.52,2,150,3,0,1,0,product_mng,low
Debra Josselyn,0.66,0.93,5,253,5,0,1,0,product_mng,low
Kerry Eberly,0.37,0.48,2,160,3,0,1,0,product_mng,low
Daniel Nunez,0.77,0.92,5,235,5,0,1,0,IT,low
Gene Veve,0.38,0.55,2,151,3,0,1,0,sales,low
Mark Howard,0.39,0.54,2,127,3,0,1,0,sales,low
Amanda Adams,0.41,0.55,2,151,3,0,1,0,sales,low
Robin Warner,0.1,0.9,7,290,4,0,1,0,sales,low
Steven Suttles,0.09,0.93,6,249,4,0,1,0,sales,low
Linda Lakey,0.41,0.47,2,131,3,0,1,0,marketing,medium
Gerald Kempson,0.39,0.46,2,159,3,0,1,0,sales,medium
Mai Flores,0.83,0.99,4,223,5,0,1,0,accounting,medium
Joseph Dickerson,0.09,0.87,3,214,2,0,1,0,support,medium
Wm Horsley,0.75,0.81,5,227,5,0,1,0,technical,medium
Sandra Grooms,0.44,0.54,2,127,3,0,1,0,management,medium
Donna Keri,0.1,0.84,6,293,5,0,1,0,marketing,medium
Fannie Bell,0.42,0.46,2,141,3,0,1,0,marketing,medium
Thomas Neill,0.1,0.83,6,300,4,0,1,0,marketing,medium
Kathryn Replogle,0.1,0.86,6,309,4,0,1,0,sales,medium
Jesse Velez,0.31,0.77,4,149,3,0,1,0,sales,medium
Frederick Paxton,0.42,0.54,2,159,3,0,1,0,sales,medium
Cindy Parker,0.38,0.5,2,152,3,0,1,0,sales,high
Ashley Mcilhinney,0.39,0.57,2,158,3,0,1,0,sales,low
Barrett Perkins,0.1,0.97,6,254,5,0,1,0,sales,medium
Richard Coates,0.11,0.93,6,294,4,0,1,0,sales,medium
Kathy Hipsher,0.1,0.92,7,269,4,0,1,0,sales,medium
Jason Graham,0.11,0.9,7,247,4,0,1,0,sales,medium
Jana Flaherty,0.44,0.65,3,271,4,0,1,0,sales,low
Santos Blanks,0.91,0.96,4,232,5,0,1,0,sales,low
Ida Thomas,0.72,1,4,245,5,0,1,0,sales,low
Stephen Dailey,0.36,0.46,2,132,3,0,1,0,sales,low
Jonathon Schrock,0.44,0.57,2,131,3,0,1,0,sales,low
Constance Hughes,0.85,0.99,5,248,5,0,1,0,sales,low
Barbara Lunn,0.78,0.93,5,225,5,0,1,0,sales,low
David Landrum,0.39,0.46,2,156,3,0,1,0,sales,low
Glen Koval,0.78,0.81,3,222,2,0,1,0,sales,low
Jesse Cherry,0.1,0.92,6,243,4,1,1,0,sales,low
Isela Fields,0.23,0.99,4,204,4,1,1,0,accounting,low
Dawn Fowler,0.11,0.87,6,301,4,0,1,0,accounting,low
Barbara Silvia,0.9,0.83,5,259,5,0,1,0,accounting,low
Raymond Chenoweth,0.91,0.89,4,247,5,0,1,0,hr,low
Debbie Sandstrom,0.11,0.79,7,295,4,0,1,0,hr,low
Joshua Spencer,0.43,0.54,2,150,3,0,1,0,hr,low
Richard Spradlin,0.45,0.49,2,151,3,0,1,0,hr,low
Matthew Srour,0.11,0.91,5,291,4,0,1,0,technical,low
Charles Abbott,0.11,0.93,6,253,4,1,1,0,technical,low
Phyllis Lamke,0.43,0.5,2,161,3,0,1,0,technical,low
Jean Geoghegan,0.91,0.97,4,251,6,0,1,0,technical,low
Xiomara Sell,0.43,0.55,2,153,3,0,1,0,technical,medium
Kay Lamb,0.85,0.82,5,264,6,0,1,0,technical,medium
Jason Hunt,0.1,0.77,6,310,4,0,1,0,technical,medium
Nelson Wallace,0.81,0.95,5,266,5,0,1,0,technical,medium
Felipe Saylor,0.36,0.62,4,237,2,0,1,0,technical,medium
Ashley Batz,0.45,0.54,2,138,3,0,1,0,technical,medium
Latonya White,0.86,1,5,227,5,0,1,0,technical,medium
Harold Shani,0.71,1,4,300,5,0,1,0,support,medium
Charles Ferguson,0.11,0.97,7,310,4,0,1,0,support,medium
Vincent Richmond,0.84,0.93,5,236,5,0,1,0,support,medium
Dori Jackson,0.09,0.97,7,288,4,0,1,0,support,medium
Robert Bailey,0.38,0.49,2,127,3,0,1,0,support,medium
Blanche Owens,0.15,0.55,6,139,4,0,1,0,support,high
Kelly Naef,0.1,0.92,7,253,4,1,1,0,support,low
Robert Stavis,0.8,0.97,4,218,5,1,1,0,support,medium
Rosetta Loker,0.84,0.97,5,251,5,0,1,0,support,medium
Jean Lee,0.11,0.87,6,264,4,0,1,0,support,medium
Caleb Perez,0.89,0.79,3,149,2,0,1,0,support,medium
Scott Shrout,0.45,0.51,2,138,3,0,1,0,technical,low
Colby Kruger,0.11,0.93,7,284,4,0,1,0,technical,low
Paul Burgess,0.74,0.93,5,244,5,0,1,0,technical,low
Shirley Bryant,0.41,0.5,2,128,3,0,1,0,management,low
Sheldon Forster,0.44,0.53,2,154,3,0,1,0,IT,low
